ID;SEG_ID;PATH_VERSION_ID;LENGTH;PTSG_ORDER
400723;400203;400723;10000;1
400721;400201;400721;10000;1
1616649;8440;172698;3840;3
1622271;806396;1613288;5000;1
1617763;401287;401923;650;3
1617765;401283;401923;1030;4
1617767;401289;401961;970;1
1617769;8806;401961;1080;2
1616651;8442;172698;1760;4
1616653;8443;172699;1080;1
1616655;8441;172699;3970;2
1616657;8439;172699;3680;3
1616659;8437;172699;2810;4
1620628;12665;179030;2700;1
1616683;8055;178830;3140;1
1616685;8058;178830;2140;2
1616687;12545;178830;3950;3
1623445;8475;1613967;3300;1
1623446;806095;1613967;3650;2
1616689;12547;178830;2740;4
1616691;12549;178830;2170;5
1616703;12406;178590;3050;1
1623447;8207;1613967;1200;3
1623448;806875;1613967;3000;4
1616713;12405;178591;2400;1
1625636;808141;1615553;10000;1
1617821;10966;178212;500;1
1617823;8009;178212;4170;2
1616269;1580;1611025;4680;1
1616271;1581;1611025;6470;2
1625413;808019;1615350;3000;1
1620821;805475;1612206;3870;1
1617697;10585;175770;1850;1
1617699;10587;175770;2120;2
1617701;8168;175770;2940;3
1617703;8169;175770;3230;4
1625414;808021;1615350;2450;2
1625417;808025;1615352;3000;1
1625418;808023;1615352;3080;2
1617825;8011;178212;1190;3
1617827;9545;174250;1820;1
1617829;8009;174250;4170;2
1617831;8011;174250;1190;3
1617833;8107;178213;1610;1
1617835;8010;178213;3960;2
1617837;10965;178213;500;3
1617839;8107;174251;1610;1
1617841;8010;174251;3960;2
1617843;9546;174251;2340;3
1617845;7945;172388;2490;1
1617847;7947;172388;1820;2
1617849;7949;172388;3440;3
1617851;7950;172389;2830;1
1617853;7948;172389;1460;2
1617855;7946;172389;3290;3
1625421;808022;1615354;2450;1
1616045;804693;1610981;3460;1
1621261;805774;1612546;6100;1
1625422;808020;1615354;3000;2
1625425;808024;1615356;3080;1
1625426;808026;1615356;3000;2
1616047;804811;1610981;1160;2
1616049;804807;1610981;3350;3
1616051;804805;1610981;3840;4
1616053;804809;1610981;800;5
1616055;804691;1610981;3060;6
1616277;1583;1611029;6080;1
1616279;1585;1611029;4400;2
1616845;8089;177416;2490;1
1616847;11765;177416;3470;2
1616849;11767;177416;3560;3
1616851;8089;177414;2490;1
1616853;11765;177414;3470;2
1616871;13252;176832;2280;1
1616873;9827;176832;1860;2
1616875;11349;176832;2000;3
1616877;11768;177417;3560;1
1616879;11766;177417;3800;2
1616881;525;177417;2290;3
1616883;11766;177415;3800;1
1616885;525;177415;2290;2
1616887;8946;176833;2000;1
1616889;9828;176833;2070;2
1616891;13253;176833;2660;3
1616919;9846;174776;2700;1
1616931;9845;174777;2400;1
1622281;806414;1613306;5000;1
1622282;806416;1613306;3000;2
1621483;805916;1612727;5000;1
1622283;806418;1613306;2000;3
1622284;806420;1613306;5000;4
1622285;806421;1613307;5000;1
1622286;806419;1613307;2000;2
1622287;806417;1613307;3000;3
1622288;806415;1613307;5000;4
1622289;806422;1613308;6000;1
1622290;806423;1613309;6000;1
1616983;9646;178350;3600;1
1616985;8404;178350;6110;2
1616987;8400;178350;2300;3
1615935;9366;174050;2070;1
1615937;8051;174050;3070;2
1615939;8625;174050;2520;3
1615957;8626;172971;2890;1
1615959;8052;172971;3200;2
1615961;7996;172971;2540;3
1615963;8048;172971;1660;4
1615965;2640;172971;910;5
1616989;12325;178350;4220;4
1616991;12326;178350;4320;5
1616993;12009;177912;3920;1
1616995;8397;177912;4600;2
1616997;8401;177912;2420;3
1616999;8403;177912;5970;4
1617001;9645;177912;3400;5
1617003;9706;176614;3050;1
1617005;11208;176614;1930;2
1617007;8453;176614;3720;3
1617009;8451;176614;3320;4
1617011;8449;176614;3950;5
1617013;1426;176614;2540;6
1617015;8446;176613;2410;1
1617017;8448;176613;4000;2
1617019;8450;176613;3830;3
1617021;8452;176613;3490;4
1617023;11207;176613;1930;5
1617025;9705;176613;2860;6
1617027;8451;178010;3320;1
1617029;8449;178010;3950;2
1617031;1426;178010;2540;3
1617033;8397;174390;4600;1
1617035;8401;174390;2420;2
1617037;8403;174390;5970;3
1617039;9645;174390;3400;4
1617059;7881;172583;1980;1
1617061;7883;172583;5640;2
1617085;7875;172350;1250;1
1617087;7877;172350;2940;2
1617089;7879;172350;3360;3
1617091;7881;172350;1980;4
1617093;7883;172350;5640;5
1617095;7875;176692;1250;1
1617097;7877;176692;2940;2
1617099;7879;176692;3360;3
1617101;7881;176692;1980;4
1617103;7884;172351;6150;1
1617105;7882;172351;1880;2
1617107;7880;172351;3420;3
1617109;7878;172351;2950;4
1617111;7876;172351;1400;5
1617113;7882;178433;1880;1
1617115;7880;178433;3420;2
1617117;7878;178433;2950;3
1617119;7876;178433;1400;4
1617121;7891;172585;3020;1
1617123;7885;172352;1250;1
1617125;7887;172352;2940;2
